"avg_watch_time","caption","collaborators","comment_sentiment_rate","comments","created_date","created_time","eng_rate_by_reach","eng_rate_by_views","engagement","engagement_rate","follower_change_24h","followers","id","image","likes","link","media_id","product_tags","profile_visits","reach","reach_rate","saved","shares","timezone","type","username","views"
,"Big ideas, bigger conversations, and power-packed live performances✨

This year we’re pulling out a complete banger on the panels and performances. From business breakdowns with the Kamath Brothers to healthspan hacks with Suniel Shetty, and thinking like a genius with Nambi Narayanan, to high-energy live music and stand-ups that’ll have you in stitches 🤭

It’s all happening here on the 14th of March, Chamara Vajra, Bangalore✨

[fest, explore page, music, Bangalore, finance]",,"19.7","30","2025-03-13","2025-03-13T21:03:36.000000+0530","1.57","1.25","1999","2.58",,"63542","18062473642818642","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18062473642818642/484712882_17914947171075017_8108740406274383416_n.jpg","1609","https://www.instagram.com/p/DHJQtMevgkS/","3587472052698614034_62271955016",,"822","111293","175.15","110","250","IST","carousel","zero1byzerodha","139554"
,"Joining us at this year’s fest is the man that changed how India learns- Co-founder of @thethinkschool , Ganeshprasad S💛

From business strategies to geopolitics, with his efforts at Think School, Ganeshprasad has managed to simplify complex topics and made them accessible to everyone. Whether its expanding the horizons of digital education in India or creating engaging content to help people upskill, he’s done it all. If there’s anyone who would understand the hustle that goes into making it big, it’s him ✨

Which is why we had no doubts in our mind while inviting him as a panellist for this year’s Zero1 Fest ⚡
Catch him LIVE on 14th March at Chamara Vajra, Bangalore!

[fest, Bangalore, explore page, finance, panelist]","thethinkschool","25.44","25","2025-03-11","2025-03-11T17:51:09.000000+0530","3.74","2.64","1651","2.46",,"62755","18072583861827080","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18072583861827080/483663307_17914693875075017_2586676158164346928_n.jpg","1520","https://www.instagram.com/p/DHDxF3SSDEP/","3585925635555995919_62271955016",,"441","42527","67.77","47","59","IST","image","zero1byzerodha","60288"
,"The emotional investment was also high 🫶

[RCB, Bangalore, finance, cricket, explore page]",,"23.42","8","2025-06-04","2025-06-04T12:55:35.000000+0530","7.81","5.78","2945","2.31",,"109140","18164972425350192","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18164972425350192/504144449_17924013252075017_9062806470624534898_n.jpg","2517","https://www.instagram.com/p/DKeG1gHMD0K/","3647382813108354314_62271955016",,"151","33277","30.49","74","346","IST","image","zero1byzerodha","44931"
"12586","Being your biggest cheerleader ALWAYS pays off ❤️

This episode of Girlboss with @aliciasouza is LIVE on Zero1 Hustle!

[girlboss, marketing, social media, illustrator, explore feed]","aliciasouza","46.76","9","2025-06-06","2025-06-06T17:40:16.000000+0530","4.69","2.54","3145","2.26",,"109960","18011973872735247","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18011973872735247/504085511_1009269821406347_8714760454162871284_n.jpg","2477","https://www.instagram.com/reel/DKjwhV-MgN5/","3648973520667542393_62271955016",,,"59963","54.53","324","335","IST","reel","zero1byzerodha","110605"
"9787","You showed up, you brought the energy, and together, we made THIS happen 🙌🏼

The love for finance and pop culture never looked the same!This Fest wasn’t just about the event—it was about the people who made it all worth it⚡️

Thank you to everyone who believed in the vision, and to our amazing community for making it all come to life 🚀

Until next time🫶🏼

[fest, Bangalore, finance, explore page]","prateek_learnapp","18.69","30","2025-03-15","2025-03-15T19:35:26.000000+0530","5.68","3.41","1735","2.26",,"65548","18034419791535543","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18034419791535543/484955733_17915188440075017_1526043775696101290_n.jpg","1452","https://www.instagram.com/reel/DHOQF0dy_3J/","3588876721736908233_62271955016",,,"26870","40.99","45","208","IST","reel","zero1byzerodha","44778"
,"Choose wisely 💸

[financial decisions, money, explore page]",,"32.19","7","2025-01-10","2025-01-10T19:40:49.000000+0530","6.29","5.24","1904","2.26",,"57723","18071082085735551","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18071082085735551/473530280_17907641613075017_6698418284857350537_n.jpg","1297","https://www.instagram.com/p/DEpd8lKybzQ/","3542494288330472656_62271955016",,"126","23668","41","185","415","IST","image","zero1byzerodha","28427"
"9365","Z-0 Day 🫶
Months of planning, but hours away from the Zero1 Fest 2025 being a bitter sweet memory 🥹

Here’s to pulling it off 🙌

[fest, Bangalore, explore page, finance]",,"32.87","27","2025-03-14","2025-03-14T18:50:49.000000+0530","6.41","4.08","1603","2.14",,"64881","17918517014960014","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/17918517014960014/484255853_17915061546075017_6190222958086367851_n.jpg","1359","https://www.instagram.com/reel/DHLlwRJSICB/","3588127572795883649_62271955016",,,"22215","34.24","38","179","IST","reel","zero1byzerodha","34881"
"10249","Startups aren’t always teams and funding 💸
Sometimes, it’s just 1 person and a laptop 💻

[startup, business, explore page, finance]","paraschopra87","24.05","7","2025-06-07","2025-06-07T17:47:59.000000+0530","10.53","6.82","5038","2.11",,"110299","18091771321626247","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18091771321626247/504492033_17924405277075017_703547192992278434_n.jpg","2319","https://www.instagram.com/reel/DKmWolTNqAt/","3649704093883473965_62271955016",,,"36060","32.69","1472","1240","IST","reel","zero1byzerodha","55718"
,"We weren’t ready for this banger at the Zero1 Fest🎤🔥

[fest, music, explore page, Bangalore, concert]",,"46.68","7","2025-04-16","2025-04-16T16:34:07.000000+0530","12.4","6.41","1844","2.02",,"89095","18058526948159550","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18058526948159550/491469448_17918555595075017_4936158989950806607_n.jpg","1790","https://www.instagram.com/p/DIgU5MFydgL/","3611978792073549835_62271955016",,"194","14747","16.55","32","15","IST","carousel","zero1byzerodha","28520"
,"Actor cum Singer-songwriter, @lisamishramusic will be joining us this year at the Zero1 Fest 🫶🏼

Lisa Mishra’s journey from her YouTube channel to selling out shows is not just inspirational, it’s beyond admirable. With a unique sound and an R&B take on Indian music, we’re sure she’ll set the stage of the Zero1 Fest on fire 🔥

Catch her LIVE on 14th March!
Complete the mission on the Zero1 App now⚡Link in bio!

[fest, artist, explore page, Bangalore, finance]","lisamishramusic","39.31","9","2025-03-03","2025-03-03T14:19:13.000000+0530","3.77","2.61","1235","1.9",,"61136","18061854187978389","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18061854187978389/482539798_17913719232075017_158271929204085616_n.jpg","1150","https://www.instagram.com/p/DGuyemwsL8i/","3580020759335059234_62271955016",,"198","31414","51.38","25","51","IST","image","zero1byzerodha","45316"
"15219","Behind every successful actor is a parent who made it possible for them✨

[actor, cinema, explore page, parents, paycheck]",,,"4","2025-07-27","2025-07-27T18:00:09.000000+0530","1.73","1.13","2683","1.89","499","125868","18322182346224965","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18322182346224965/524685114_17929975482075017_1043672269619339724_n.jpg","2381","https://www.instagram.com/reel/DMnHR0nCyIo/","3685946831072338472_62271955016",,,"148889","118.29","185","113","IST","reel","zero1byzerodha","227995"
"6699","When pay day hits, but bad financial decisions hit harder 🫣

[finance, money, stock tip, explore page, trend, fun]",,"23.99","12","2025-03-30","2025-03-30T16:39:51.000000+0530","4.93","2.97","1546","1.85",,"68742","17894925999193363","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/17894925999193363/487956688_17916772131075017_8424494453865999116_n.jpg","1263","https://www.instagram.com/reel/DH0jGfqvQ16/","3599656380123647354_62271955016",,,"27429","39.9","77","194","IST","reel","zero1byzerodha","45576"
"17100","Concentrated bets are cool, but not diversifying isn't🤕

[invest, diversify, explore page, finance, stocks]","karthikrangappa","25.08","8","2025-05-23","2025-05-23T17:30:39.000000+0530","9.03","5.19","2487","1.81",,"104335","18086419882659822","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18086419882659822/500285731_17922805491075017_2426497324134431403_n.jpg","1878","https://www.instagram.com/reel/DJ_sNEDMkmr/","3638821435686930859_62271955016",,,"24270","23.26","306","295","IST","reel","zero1byzerodha","42269"
"13241","Fixing your credit isn’t about taking more loans, it’s about building a smarter plan💸

[credit score, cibil, finance, money, explore page]",,,"8","2025-06-28","2025-06-28T14:30:16.000000+0530","5.36","3.53","2680","1.78",,"118931","18309123631241920","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18309123631241920/504714997_17926718298075017_8108276888187666744_n.jpg","2108","https://www.instagram.com/reel/DLcEMqlhdX8/","3664822659319191036_62271955016",,,"45200","38.01","305","259","IST","reel","zero1byzerodha","68596"
"13495","Often, the best business ideas start from a personal need⚡

[fest, panel, bangalore, women, business, explore page]",,,"1","2025-05-02","2025-05-02T17:30:19.000000+0530","2.08","1.43","1746","1.71",,"94537","18066148790293105","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18066148790293105/495483454_17920251087075017_5309257178335808654_n.jpg","1620","https://www.instagram.com/reel/DJJnka6pz70/","3623601401812696820_62271955016",,,"80943","85.62","66","59","IST","reel","zero1byzerodha","118144"
,"Next Stop: Zero1 Fest 2025⚡️

[fest, date reveal, march, Bangalore, explore page]",,"14.16","76","2025-01-25","2025-01-25T18:25:57.000000+0530","2.96","1.76","1316","1.65",,"58493","18481308340019092","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18481308340019092/475129233_17909405856075017_454840051553292330_n.jpg","887","https://www.instagram.com/p/DFP9TYFyvlA/","3553328243392837952_62271955016",,"1100","34946","59.74","72","281","IST","image","zero1byzerodha","58913"
,"We couldn’t have dreamt of a better lineup! 
Thank you for making the fest feel like magic✨

[fest, artist, Bangalore, explore page]",,"5.56","7","2025-04-10","2025-04-10T18:12:23.000000+0530","11.85","6.68","1325","1.62",,"80254","18006647942567366","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18006647942567366/490216756_17917939455075017_7662565461976208620_n.jpg","1291","https://www.instagram.com/p/DIRDXphyFSt/","3607679595778167981_62271955016",,"127","11123","13.86","20","7","IST","carousel","zero1byzerodha","19735"
,"Would you rather?🔺⭕️⬛️

[finance, squid games, trend, explore page, money]",,"16.39","10","2025-01-08","2025-01-08T18:37:56.000000+0530","6.69","4.14","1102","1.58",,"57640","18052716524018191","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18052716524018191/472736597_17907404814075017_1487973382184433443_n.jpg","901","https://www.instagram.com/p/DEkNKW4v7ZJ/","3541013093393872457_62271955016",,"79","14342","24.88","48","143","IST","carousel","zero1byzerodha","23148"
,"Swipe through 👉🏼 to see how @raftaarmusic took the entire stage by a storm at the Zero1 Fest 🔥

[fest, music, explore page, Bangalore, artist]",,,"4","2025-04-20","2025-04-20T14:04:48.000000+0530","11.65","6.73","1445","1.55",,"91223","18040332620568858","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18040332620568858/491893112_17918958678075017_6124157589191707166_n.jpg","1406","https://www.instagram.com/p/DIqW_FOy5Pr/","3614802742885454827_62271955016",,"157","12197","13.37","11","24","IST","carousel","zero1byzerodha","21100"
"12579","We believe some of the best communities in the world come together because people want to spend time with each other and it’s of actual value 🫶🏼

For the Zero1 Fest, we didn’t want to charge anyone but rather have them do a simple mission on the Zero1 App to see if they’re truly committed to their Zero to 1 journey ⚡

Download the App now to earn your pass. Link in bio!

[fest, explore page, Bangalore, finance, March, money]","prateek_learnapp","27.15","33","2025-03-02","2025-03-02T19:17:47.000000+0530","5.67","3.26","1478","1.53",,"60719","18488687515028398","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18488687515028398/482601431_17913625173075017_6406770948262860762_n.jpg","894","https://www.instagram.com/reel/DGsvfX5yPuX/","3579444668008037271_62271955016",,,"17493","28.81","64","487","IST","reel","zero1byzerodha","30371"
,"We’ll start - Our favourite part about the Zero1 Fest is you guys 💛

All submissions for the Gold Pass will happen through the Google form in the highlights 👆
Make sure you submit a screenshot of your comment there 🙂

[fest, finance, discover page, trend, mission]",,"20.26","564","2025-02-01","2025-02-01T11:39:39.000000+0530","11.31","4.93","1040","1.52",,"58770","17951694692921966","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/17951694692921966/475755475_17910133797075017_2362509596736343357_n.jpg","329","https://www.instagram.com/p/DFhQXvPop2d/","3558197180619726237_62271955016",,"336","8335","14.18","50","97","IST","image","zero1byzerodha","19125"
"12796","Behind every business creating true impact is a founder who believes in the long game📈

[fest, panelist, bangalore, founder, explore page, entrepreneur]","sistersinsweat.in , kmr_dilip , swethasubbiah","36.46","12","2025-04-28","2025-04-28T17:30:36.000000+0530","4.77","3.25","1649","1.48",,"93795","18063252011094804","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18063252011094804/491895563_17919927957075017_7339310424336809521_n.jpg","1377","https://www.instagram.com/reel/DI_UeVUCiv2/","3620702670828481526_62271955016",,,"32159","34.29","144","116","IST","reel","zero1byzerodha","47162"
,"To put into words how Z-1 day felt for the people behind it would be nearly impossible. A team of 67 flew down from Noida to Bangalore—not for work, but for a dream⚡️

It was a regular Thursday, but not really. Stages were still being built, paint was still drying and sound checks were happening across empty grounds. Experience zones that lived on illustrator files for months were finally standing, in real life. Someone was writing last-minute cue cards. Someone else was learning how to brief a crowd.

Every corner had someone setting up something that mattered. Piece by piece, it was all coming together 🫶🏼

Together, @thesillyfellows and @under25official worked relentlessly to make this day come to life✨

[fest, bts, bangalore, explore page, fun]","prateek_learnapp","32.83","17","2025-03-24","2025-03-24T19:45:46.000000+0530","11.38","6.37","1075","1.46",,"67783","17866131744353768","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/17866131744353768/485505057_17916145842075017_8615457190264479452_n.jpg","974","https://www.instagram.com/p/DHlciwCvV1I/","3595405410875301192_62271955016",,"63","8867","13.08","18","66","IST","carousel","zero1byzerodha","15850"
"9396","Why do people forget that Depression is just as much of a medical issue as any other?

This episode of Girlboss with @anishapadukone is LIVE on Zero1 Hustle!","anishapadukone","23.34","15","2025-06-09","2025-06-09T17:30:12.000000+0530","3.68","2.41","2015","1.37",,"110652","18518085112057375","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18518085112057375/504456303_17924628261075017_5829373238271524367_n.jpg","1504","https://www.instagram.com/reel/DKrdoTHt4Uf/","3651142235572372767_62271955016",,,"47067","42.54","213","283","IST","reel","zero1byzerodha","72007"
"6291","Knowing when to step away >>>>>

[brain rot, explore page, trend]",,"38.58","6","2025-01-26","2025-01-26T18:05:31.000000+0530","6.15","3.71","1184","1.34",,"58566","18065869726859293","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18065869726859293/474878272_970878437753749_9169653632190815846_n.jpg","781","https://www.instagram.com/reel/DFSfWwoy5FM/","3554040959443112268_62271955016",,,"14927","25.49","131","266","IST","reel","zero1byzerodha","24720"
,"FEST SCHEDULE
Here’s everything you need to know to make the most of your day. Check the schedule before you arrive so you don’t miss out on any details!
14 March 2025 | Chamara Vajra, Bangalore ⭐
See you there!

[fest, schedule, Bangalore, explore page]",,"32.26","10","2025-03-14","2025-03-14T10:33:46.000000+0530","3.4","2.16","1137","1.33",,"64881","18061796188986108","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18061796188986108/484298026_17915014728075017_7351483936721800593_n.jpg","850","https://www.instagram.com/p/DHKtbGBSOMh/","3587879827136897825_62271955016",,"486","27835","42.9","87","190","IST","image","zero1byzerodha","43825"
,"Well, there’s only one way to get it😏

[coming soon, fest, Bangalore, explore page, missions]",,"19.79","37","2025-01-29","2025-01-29T18:01:21.000000+0530","5.63","3.21","1069","1.33",,"58637","18050677151510403","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18050677151510403/475423190_17909854803075017_8751207304701288672_n.jpg","743","https://www.instagram.com/p/DFaNqsitBPJ/","3556214964411962313_62271955016",,"333","14900","25.41","59","230","IST","carousel","zero1byzerodha","26177"
,"Well, someone had to say it 🫡

[fest, meme, Bangalore, explore page, March, finance]",,"7.14","64","2025-03-10","2025-03-10T12:19:52.000000+0530","7.04","3.93","914","1.32",,"62489","18099201940513558","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18099201940513558/483522655_17914556283075017_366114235914378693_n.jpg","758","https://www.instagram.com/p/DHAmYpSMhlK/","3585034122750466378_62271955016",,"328","11903","19.05","16","76","IST","carousel","zero1byzerodha","21309"
,"It’s a Sunday, go stare at your wife/husband🤭

[90-hour work week, work-life balance, explore page, trend]",,"9.63","10","2025-01-19","2025-01-19T14:10:32.000000+0530","3.34","2.65","874","1.3",,"58221","17934345878987499","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/17934345878987499/474159760_17908707645075017_2300871520342868521_n.jpg","745","https://www.instagram.com/p/DFADTbTSFXT/","3548851035492079059_62271955016",,"131","23390","40.17","27","92","IST","image","zero1byzerodha","29558"
,"*proceeds to stay in the comfort zone*🤕

[decisions, MBA, work-life, explore page, job, 2025]",,"10.25","10","2025-05-25","2025-05-25T16:34:23.000000+0530","5.24","3.97","1679","1.27",,"105340","18266760751274440","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18266760751274440/500826137_17922889647075017_3988535480284349150_n.jpg","1333","https://www.instagram.com/p/DKEv7U2P5my/","3640245183842326962_62271955016",,"253","27611","26.21","103","233","IST","image","zero1byzerodha","36438"
,"The choice is yours 🫂

[time, money, explore page, choice]",,"14.95","37","2025-06-08","2025-06-08T17:35:08.000000+0530","6.3","3.92","1815","1.27",,"110550","18070471273795731","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18070471273795731/504461488_17924516301075017_7962575115215041031_n.jpg","1367","https://www.instagram.com/p/DKo6AblTu6c/","3650422614298390172_62271955016",,"124","25527","23.09","205","206","IST","carousel","zero1byzerodha","41044"
,"She made space for herself in a world where doors don’t open easily!

From SRK’s co-star in FAN to the unforgettable Sweety in Mirzapur, @shriya.pilgaonkar is more than just a familiar face. 

In this episode of Girlboss, she gets real about breaking into the industry, finding her voice on OTT and what it takes to become an actor🫶

Episode now live on Zero1 Hustle⚡

[girl boss, podcast, women, explore page]",,,"4","2025-04-26","2025-04-26T14:27:11.000000+0530","5.18","3.31","1277","1.27",,"93580","18061832153089779","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18061832153089779/491467791_17919591735075017_6868618873217827398_n.jpg","1188","https://www.instagram.com/p/DI52UMzyvll/","3619162658223880549_62271955016",,"260","24380","26.05","71","14","IST","carousel","zero1byzerodha","38140"
,"One of the biggest names in business journalism, @_soniashenoy is joining us at the Zero1 Fest 🤩

Taking Stock of all things business and finance, Sonia has led an illustrious career of 16+ years. Rising the ranks as the Assistant Executive Editor at CNBC-TV18, she has spent a lot of time analysing stock market trends and decoding them for the audience. Today, she’s reaching millions of people as an independent journalist with her Money Mindset podcast. If someone has a unique understanding of the markets, it’s her ⭐

Join her on 14th March at Chamara Vajra!
Earn your pass for the fest through the Zero1 App. 
Link in bio ⚡

[fest, finance, explore page, zero1]","_soniashenoy","27.32","7","2025-03-08","2025-03-08T18:35:20.000000+0530","1.95","1.31","768","1.16",,"62146","18046126700060732","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18046126700060732/483524898_17914331088075017_1791834464575273568_n.jpg","713","https://www.instagram.com/p/DG8Hw5tSfSt/","3583773550303638701_62271955016",,"240","38398","61.79","30","18","IST","image","zero1byzerodha","57316"
,"If the realization hasn’t hit you, read that again👆🏽

[money, finance, explore page, time, realization]",,,"3","2025-06-17","2025-06-17T17:45:50.000000+0530","5.7","3.7","1524","1.14",,"113411","18034831241382367","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18034831241382367/508892143_17925542388075017_180097696135959930_n.jpg","1293","https://www.instagram.com/p/DLAGYt_yREV/","3656950984359874837_62271955016",,"221","25052","22.09","133","95","IST","image","zero1byzerodha","38608"
"11661","What’s the most broke thing you’ve done?

[finance, fun, broke, fest, Bangalore, zero1]",,,"3","2025-03-16","2025-03-16T19:52:11.000000+0530","6.98","4.03","827","1.13",,"66865","18167250724328222","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18167250724328222/484870844_17915308731075017_4343034748312109634_n.jpg","753","https://www.instagram.com/reel/DHQ2sVASQ41/","3589609443736227381_62271955016",,,"11060","16.54","16","55","IST","reel","zero1byzerodha","19137"
"11586","The real question is do you really understand crypto?🫡

[fest, panel, explore page, crypto, investing]","prateek_learnapp",,"4","2025-05-13","2025-05-13T17:45:49.000000+0530","4.51","2.91","1415","1.11",,"96326","17890146999267151","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/17890146999267151/500256568_17922461940075017_1177862608667505589_n.jpg","1070","https://www.instagram.com/reel/DJl-hvaMxqe/","3631583672076016286_62271955016",,,"26473","27.48","120","221","IST","reel","zero1byzerodha","41082"
"7358","Business girlies are the best girlies, you can't convince us otherwise🫰

[fest, panel, business, women, explore page, D2C brands]","yogabars.in , _soniashenoy","43.97","19","2025-05-01","2025-05-01T17:30:34.000000+0530","1.27","1","1300","1.11",,"94495","18068415571772573","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18068415571772573/491901118_17920140663075017_3333986390735618506_n.jpg","1028","https://www.instagram.com/reel/DJHCwW2v0q9/","3622876544411585213_62271955016",,,"92662","98.06","129","124","IST","reel","zero1byzerodha","117137"
"7736","It’s been one hell of a rollercoaster—the late nights, the big ideas, the last-minute chaos—all leading up to today✨

Since October, we’ve been building something bigger than just a fest. Months of hard work, countless brainstorming hours, endless revisions, and moments where we thought, ‘How are we even pulling this off?’ But here we are🚀

What started as an idea is now a reality, to a team of ordinary folks doing extraordinary things. People who worked on every detail, believed in something bigger than themselves and made sure that every bit of it would be worth it in the end.

Nerves are high, but the excitement is even higher. It’s happening.

[fest, zero1, Bangalore, explore page]","prateek_learnapp","13.78","9","2025-03-14","2025-03-14T09:48:22.000000+0530","3.99","2.97","819","1.1",,"64881","17878257411270633","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/17878257411270633/484310049_17915010510075017_2585682506981926703_n.jpg","705","https://www.instagram.com/reel/DHKn5n2Sjvl/","3587855536764894181_62271955016",,,"18331","28.25","17","88","IST","reel","zero1byzerodha","24641"
"5270","Zero1 Fest 2025: Start mission now📱
One month to go⚡️

Download the Zero1 App, link in bio 🔗 

[fest, finance, app, explore page, bangalore]","nithinkamath , zerodhaonline","37.75","10","2025-02-14","2025-02-14T18:00:04.000000+0530","1.66","1.29","729","1.09",,"59203","18035301281527493","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18035301281527493/477962433_17911691685075017_3967542324570869339_n.jpg","635","https://www.instagram.com/reel/DGDYT8AM-AD/","3567802253021798403_62271955016",,,"41045","69.33","38","46","IST","reel","zero1byzerodha","52764"
,"Everything you’re looking for is already within you, you just have to trust the process🫰

In this episode of ‘The How’ @nikhilchinapa breaks down the business of Djing in India, from landing your first gig to building your brand. Catch him live on Zero1 Hustle✨

Link in bio🔗

[Djs, explore page, music, podcast, manifestation]","nikhilchinapa","34.06","23","2025-07-21","2025-07-21T15:12:54.000000+0530","5.12","2.4","1606","1.09","778","124377","17961648515957420","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/17961648515957420/523093804_17929274658075017_3471998193849226484_n.jpg","1334","https://www.instagram.com/p/DMXX6V1yO2A/","3681516384649014656_62271955016",,"84","29143","23.43","134","115","IST","carousel","zero1byzerodha","62144"
"10831","Dreams come in all currencies 💸

[fest, fun, Bangalore, March, explore page, dreams]",,,"5","2025-03-19","2025-03-19T17:44:52.000000+0530","8.6","4.99","819","1.08",,"67596","18167792566328283","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18167792566328283/484984049_17915624514075017_2959855753187914978_n.jpg","723","https://www.instagram.com/reel/DHYWjLVs1NC/","3591719877208134466_62271955016",,,"8748","12.94","24","67","IST","reel","zero1byzerodha","15061"
"8508","PoV: You were at the #zero1fest ⚡️

[fest, Bangalore, Holi, finance, explore page, zero1]",,"50.12","5","2025-04-01","2025-04-01T18:51:47.000000+0530","4.86","3.12","803","1.07",,"68778","18000041501601561","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18000041501601561/488251990_17917020630075017_4089892270841966712_n.jpg","730","https://www.instagram.com/reel/DH58r6YSOPa/","3601176277472043994_62271955016",,,"15812","22.99","34","34","IST","reel","zero1byzerodha","24655"
"11704","Before chasing returns, understand what you’re investing in 💸

[fest, panelist, finance, explore page, stocks]",,,"1","2025-04-12","2025-04-12T15:53:35.000000+0530","2.95","1.98","1082","1.04",,"82847","18072135196893486","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18072135196893486/489817171_17918136171075017_747364146993990400_n.jpg","864","https://www.instagram.com/reel/DIV8vflSMqp/","3609057822924917417_62271955016",,,"33496","40.43","124","93","IST","reel","zero1byzerodha","49883"
,"The OG De-influencing Army would remember⚡

[action figure, trend, fun, finance, explore page]","prateek_learnapp","29.02","10","2025-04-11","2025-04-11T18:05:12.000000+0530","5.89","3.42","915","1.04",,"81608","18496706374016460","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18496706374016460/489868275_17918040144075017_83905801384936597_n.jpg","835","https://www.instagram.com/p/DITnV7rNU8R/","3608400757452525329_62271955016",,"85","14882","18.24","31","39","IST","carousel","zero1byzerodha","25612"
"11734","We’ll be honest—last year, the food could’ve been better!

There weren’t enough options, and it was overpriced. We heard you, and this year, we’re making sure you get better food at better prices🍟

Just like last time, we’re not charging the food vendors anything to be at the fest! So, we decided to create a subsidized pricing model just for Zero1 Fest, which means you get food cheaper than the actual MRP✨

See you on 14th March, Chamara Vajra, Bangalore⚡️

[fest, food, explore page, bangalore, finance]","prateek_learnapp","12.38","21","2025-03-12","2025-03-12T14:06:44.000000+0530","5.19","2.79","752","1.02",,"63052","18309632050226334","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18309632050226334/483881942_17914793376075017_565013966787766090_n.jpg","620","https://www.instagram.com/reel/DHF7397tJ_O/","3586536009085788110_62271955016",,,"12695","20.13","18","93","IST","reel","zero1byzerodha","23615"
,"Bringing his electrifying presence to the Zero1 Fest is @tarunsmehta - Founder and CEO of Ather Energy ⚡

Throughout his journey as an entrepreneur, Tarun has been the definition of BOLD. Whether it’s daring to innovate in a traditional market or going up against industry giants, he’s never backed down from a challenge and dealt with every situation head-on 💪

If there’s anyone who can help aspiring entrepreneurs avoid mistakes and effups, it’s him ✨

Catch him LIVE at the Zero1 Fest on 14th March at Chamara Vajra, Bangalore!

[fest, explore page, panelist, bangalore, march]","tarunsmehta","29.57","14","2025-03-12","2025-03-12T14:42:14.000000+0530","6.15","4.32","682","1.01",,"63052","17946282083952299","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/17946282083952299/483959853_17914795152075017_3994896798683339311_n.jpg","625","https://www.instagram.com/p/DHGARKwv0Ca/","3586555333033541786_62271955016",,"186","10654","16.9","16","27","IST","image","zero1byzerodha","15146"
,"Joining us at the Zero1 Fest this year is Padma Bhushan recipient @nambi661 🚀

Remember when we were kids? And we wanted to grow up and become scientists or prime ministers or musicians? Well, Nambi Sir is living that dream ✨

As an aerospace engineer with ISRO, he’s revolutionised India’s space capabilities. A pioneer of liquid propulsion tech in India, he’s developed some our most integral assets like the Vikas Engine and left the entire country in awe <3

What does life look like when have an alternate career? What does it take to become a scientist? What does working with ISRO look like? Like us, if you want answers to these questions, then join us on 14th March ☄️

Earn your passes on the Zero1 App by completing the mission ⚡
Link in bio!

[fest, panelist, explore page, Bangalore, finance, March]",,"6.18","10","2025-03-04","2025-03-04T15:27:56.000000+0530","7.21","5.24","679","0.98",,"61476","18218557333293036","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18218557333293036/482489786_17913842556075017_9212867171080413573_n.jpg","595","https://www.instagram.com/p/DGxfI0csSD_/","3580780124249858303_62271955016",,"175","8613","14.01","16","58","IST","image","zero1byzerodha","11842"
